UniprotID_TF	UniprotID_Target	NCBI_GeneID_TF	NCBI_GeneID_Target	Name_TF	Name_Target	Detection_method	PubmedID	Organism	Source_database	Small-scale_evidence	TF_TFLink_ortho	TF_nonTFLink_ortho	Target_TFLink_ortho	Target_nonTFLink_ortho	source
Q9I9E1	F1QGE0	57930	-	foxh1	slc26a4	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	A0A2R8RHT3	57930	-	foxh1	pcdh1g30	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6EHI4	F1QTD4	393202	560858	hif1ab	efr3ba	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q16665;Mm:Q61221;Rn:D4A8P8	-	-	-	tf-link
Q6JAA4	Q6DG38	415104	436958	ctcf	gpat3	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:P49711;Mm:Q61164;Rn:A0A0H2UHP0	-	Hs:Q53EU6	-	tf-link
F1QDF2	Q5R205	-	497647	sall4	kcnj11l	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
Q9I9E1	A0A0R4IT13	57930	101883905	foxh1	si:ch211-244c8.4	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	B0R061	57930	-	foxh1	smarcad1a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Ce:G5EDG2	-	tf-link
Q9I9E1	A0A0R4ISQ1	57930	30637	foxh1	mdm2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	A0A0R4IS12	57930	-	foxh1	dhx36	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	Q9DEA0	792333	58127	nanog	runx3	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	E7F4C3	-	572234	sall4	slc43a3a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
Q05AJ3	F1QAU7	30481	572335	gata1a	gnpat	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:O15228;Mm:P98192;Rn:Q9ES71	-	tf-link
Q9I9E1	F1QI46	57930	-	foxh1	si:ch211-234c11.3	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	B8JLM6	792333	-	nanog	si:dkey-208b23.5	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q6Q759;Mm:Q5S003;Rn:D3ZXP4	-	tf-link
Q6EHI4	Q7ZW68	393202	323099	hif1ab	nfkbiab	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q16665;Mm:Q61221;Rn:D4A8P8	-	-	-	tf-link
Q6EHI4	Q1LXW3	393202	564009	hif1ab	ciarta	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q16665;Mm:Q61221;Rn:D4A8P8	-	-	-	tf-link
A5JNG8	A0A0R4IFE9	792333	561440	nanog	ntn4	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6TEL1	I3ISB7	322275	-	rad21a	si:dkeyp-34f6.4	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	Q5U395	792333	492343	nanog	ctdnep1a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	A0A0R4IEE8	792333	-	nanog	si:dkey-65j4.2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	A0A0H2UKT0	792333	-	nanog	-	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6TEL1	Q9PTS6	322275	30067	rad21a	chico	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6TEL1	Q0P494	322275	751643	rad21a	krtcap2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6EHI4	A0A2R8QP54	393202	-	hif1ab	mrps16	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q16665;Mm:Q61221;Rn:D4A8P8	-	-	-	tf-link
Q6EHI4	E9QHK9	393202	100007982	hif1ab	zmp:0000000729	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q16665;Mm:Q61221;Rn:D4A8P8	-	-	-	tf-link
A5JNG8	Q7ZWA9	792333	322256	nanog	eif5	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P55010;Ce:Q22918;Dm:Q9VXK6;Mm:P59325;Rn:Q07205;Sc:P38431	-	tf-link
Q05AJ3	Q7SZ61	30481	393948	gata1a	gps2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q13227;Mm:Q921N8;Rn:Q5XII2	-	tf-link
A5JNG8	A0A0R4IAE4	792333	563236	nanog	chd1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	Q5PQZ4	792333	494033	nanog	tfap2c	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	A0A0H2UK28	792333	-	nanog	znf1145	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	Rn:D3ZQW0	tf-link
A5JNG8	Q5EB12	792333	503531	nanog	-	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	Q90Z10	57930	378961	foxh1	rpl13	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P26373;Ce:P91128;Dm:P41126;Mm:P47963;Rn:P41123;Rn:A0A0G2JYG9;Sc:Q12690;Sc:P40212	Rn:F1M2E9;Rn:D3ZRM9	tf-link
Q6P0E1	E9QGV0	378723	-	sox2	si:dkey-149m13.5	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:P48431;Rn:D4A543	Mm:Q60I23	-	-	tf-link
A5JNG8	F6P1Y9	792333	564010	nanog	acot13	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9NPJ3;Ce:Q18187;Ce:P34419;Dm:Q9VZZ5;Mm:Q9CQR4;Rn:D3ZA93	Ce:Q8IG45	tf-link
A5JNG8	X1WCJ5	792333	567230	nanog	ppfia3	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:O75145;Mm:P60469;Rn:F1LSE6	-	tf-link
Q05AJ3	F1R184	30481	406289	gata1a	txndc5	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q8NBS9;Dm:Q9VYV3;Mm:Q91W90;Rn:D3ZZC1	-	tf-link
Q6TEL1	Q6P3J7	322275	337401	rad21a	ehd2b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9NZN4;Mm:Q8BH64;Rn:Q4V8H8	-	tf-link
Q6TEL1	A3KP55	322275	560253	rad21a	atpaf2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q8N5M1;Ce:Q9U2U3;Dm:Q9VID7;Rn:D3ZTW7	Mm:Q91YY4	tf-link
A5JNG8	F1RDR1	792333	562607	nanog	tnpo1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q92973;Rn:F1LQP9	Mm:Q3TKD0	tf-link
A5JNG8	A0A2R8RRE9	792333	-	nanog	bbs9	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	F1QWA4	792333	-	nanog	ivns1abpb	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	Q1L864	-	445190	sall4	jagn1b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
A5JNG8	Z4YI78	792333	560338	nanog	elp2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	B3DK47	-	-	sall4	per1b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Mm:O35973;Rn:A0A0H2UHZ7	-	tf-link
Q9I9E1	F1QB30	57930	406442	foxh1	amfra	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9UKV5;Ce:P90859;Mm:Q9R049	-	tf-link
A5JNG8	Q4QRF4	792333	100037365;100329422;100334933;103909883;570618	nanog	-	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6EHI4	Q6PEG4	393202	325221	hif1ab	ell	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q16665;Mm:Q61221;Rn:D4A8P8	-	Hs:P55199;Mm:O08856	-	tf-link
Q6EHI4	E7F2E1	393202	100330019	hif1ab	aff2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q16665;Mm:Q61221;Rn:D4A8P8	-	Hs:P51816;Mm:O55112	Rn:A0A0G2KA99	tf-link
A5JNG8	A0A0R4I9C3	792333	445360	nanog	rbm42	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9BTD8;Mm:Q91V81	Rn:Q6AXT7	tf-link
Q9I9E1	F1QSJ2	57930	565402	foxh1	col11a1a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6TEL1	A9C3Q7	322275	-	rad21a	amt	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P48728;Ce:Q22968;Dm:Q9VKR4;Mm:Q8CFA2;Rn:M0R9I6;Sc:P48015	Hs:A0A1B0GUH1	tf-link
A5JNG8	E7F6B2	792333	569122	nanog	samd11	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	Hs:A0A087WYW1	tf-link
Q6EHI4	B3DJV5	393202	568476	hif1ab	g0s2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q16665;Mm:Q61221;Rn:D4A8P8	-	-	-	tf-link
Q9I9E1	A0A2R8Q1R5	57930	564127	foxh1	foxp1a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6TEL1	X1WFN1	322275	567375	rad21a	ppp1r3db	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	B3DH22	792333	336695	nanog	samsn1a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6TEL1	F1Q5Q7	322275	394064	rad21a	exosc10	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q01780;Dm:Q9VFF3;Mm:P56960;Rn:D4A1X2	Ce:G5EBX6	tf-link
A5JNG8	E7FGY4	792333	564928	nanog	gpr26	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q8NDV2;Mm:Q8BZA7;Rn:Q9QXI3	-	tf-link
A5JNG8	Q6PE26	792333	30248	nanog	calr3a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	Q641M3	792333	449559	nanog	tmem18	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q96B42;Dm:A1Z903;Mm:Q3TUD9;Rn:Q6DGF8	-	tf-link
F1QDF2	F8W4K0	-	557170	sall4	sgca	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:Q16586;Mm:P82350	Rn:D3ZDQ9	tf-link
Q05AJ3	Q08BW0	30481	555459	gata1a	otud5a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	B3DJA7	792333	568052	nanog	celf5a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	E7F8L5	57930	-	foxh1	plekhd1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:A6NEE1;Ce:O45420;Mm:B2RPU2	Rn:B1WBU8	tf-link
Q9I9E1	F1R3B8	57930	-	foxh1	nmur1a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	Rn:A0A1P0PI13	tf-link
A5JNG8	Q6P0I3	792333	555812	nanog	ucp2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	A3KMT0	792333	100038767	nanog	-	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	Q6P6E6	57930	393820	foxh1	cops9	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q8WXC6;Mm:Q3U898;Rn:B5DFN0	-	tf-link
A5JNG8	Q1LYQ9	792333	562714	nanog	nfs1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9Y697;Mm:Q9Z1J3;Sc:P25374	Ce:O61741;Dm:Q9VKD3;Rn:Q3MHT2	tf-link
A5JNG8	I3ISS1	792333	561679	nanog	col11a2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	A0A0G2KZ26	792333	570901	nanog	smug1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	F1R8W0	57930	541363	foxh1	-	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	F1QQG8	57930	-	foxh1	tnikb	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	E9QGQ7	57930	100535048	foxh1	si:dkey-70b23.2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6TEL1	X1WDK7	322275	334054	rad21a	proser3	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Rn:B2GV25	Mm:A0A1L1SQ61	tf-link
Q9I9P9	A0A2R8Q6W5	30639	-	smad2	fbxl17	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9P9	A0A0R4IL24	30639	567236	smad2	si:dkeyp-20g2.1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q8TD31;Mm:Q8K2I2	Rn:M0RC14	tf-link
A5JNG8	F1RCR0	792333	492495	nanog	slu7	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:O95391;Ce:Q21278;Dm:Q9VAQ7;Mm:Q8BHJ9;Rn:Q80ZG5	-	tf-link
A5JNG8	F1RC21	792333	-	nanog	srebf2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q12772;Ce:Q9XX00;Mm:Q3U1N2;Rn:F1MA23	-	tf-link
A5JNG8	F1QVA3	792333	-	nanog	p2rx8	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	Q5RH85	792333	558071	nanog	atf6	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P18850;Mm:F6VAN0;Rn:G3V909	-	tf-link
A5JNG8	Z4YHW6	792333	-	nanog	tigarb	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	F1QGY5	792333	-	nanog	mybl2b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P10244;Mm:P48972;Rn:D3ZLC6	-	tf-link
A5JNG8	F1QG96	792333	563095	nanog	mrm1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	E7FEQ8	57930	100333455	foxh1	agtr1b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	Q7SXF6	-	393495	sall4	creld2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:Q6UXH1;Ce:Q19267;Mm:Q9CYA0;Rn:Q4G063	-	tf-link
Q9I9P9	A5PMF6	30639	567859	smad2	colgalt1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	Q1LUZ7	57930	569156	foxh1	hipk3b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9H422;Rn:A0A0G2K4W6	-	tf-link
Q05AJ3	F1QY31	30481	-	gata1a	rbl1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P28749;Mm:Q64701	Rn:A0A573VVF2	tf-link
A5JNG8	Q6NWJ1	792333	405855	nanog	tmem243b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9BU79;Mm:B2RVB9;Rn:G3V9U5	-	tf-link
A5JNG8	F6NWZ6	792333	492813	nanog	fut9b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	F1Q819	792333	-	nanog	foxa2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9Y261;Rn:G3V7Q2	-	tf-link
A5JNG8	F1QXP8	792333	-	nanog	khsrp	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q92945;Mm:Q3U0V1;Rn:A0A0G2K2B3	-	tf-link
A5JNG8	F6NQ92	792333	-	nanog	arhgap29b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	B0S6I4	-	558435	sall4	si:ch211-86h15.1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
Q9I9P9	F1Q4Z9	30639	555352	smad2	slc35f1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q5T1Q4;Mm:Q8BGK5	Rn:D3ZFM3	tf-link
Q9I9E1	B0V2X9	57930	335538	foxh1	man1a2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:O60476;Mm:P39098;Rn:D3ZR49	-	tf-link
Q05AJ3	F1Q5B1	30481	568169	gata1a	cers1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P27544;Ce:Q9XWE9;Mm:P27545;Rn:Q1HL14;Sc:P38703;Sc:P28496	-	tf-link
Q9I9P9	B0S5Q5	30639	-	smad2	atp1a2a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P50993	-	tf-link
F1QDF2	F1QGL4	-	-	sall4	pcdh18b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
A5JNG8	A0A1L1QZU7	792333	-	nanog	col4a6	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Mm:B1AVK5	-	tf-link
A5JNG8	F1Q9T1	792333	-	nanog	rictorb	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q6R327;Rn:F1M4J0	-	tf-link
A5JNG8	F1QYS1	792333	402797	nanog	sycp1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q15431;Mm:Q62209;Rn:F1LS76	-	tf-link
Q9I9P9	B8JMZ3	30639	436711	smad2	dpy30	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9C005;Mm:Q99LT0;Rn:G3V946	-	tf-link
F1QDF2	F1QXC7	-	414848	sall4	rfng	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:Q9Y644;Mm:O09009;Rn:Q6P6T7	-	tf-link
Q9I9E1	Q2L6L0	57930	-	foxh1	cnpy2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9Y2B0;Dm:Q7JXF7;Mm:Q9QXT0;Rn:A0JN30	-	tf-link
Q9I9P9	A0A2R8QM44	30639	-	smad2	myh7l	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q05AJ3	A0A1D5NSM6	30481	-	gata1a	madd	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q8WXG6;Ce:O02626	Dm:M9NGF2;Mm:A2AGQ4;Rn:A0A0G2KA27	tf-link
F1QDF2	A0A2R8QA12	-	-	sall4	cntn2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
A5JNG8	A0A2R8QTB4	792333	-	nanog	tcf7l2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	A2BGE0	-	557717	sall4	stxbp1b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
Q05AJ3	F1QBG4	30481	561190	gata1a	atp2b1b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	Q1LXL6	57930	569338	foxh1	serinc2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	A0A0R4IXH2	57930	-	foxh1	-	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9P9	F1QF46	30639	-	smad2	btbd3b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	A0A0R4IWH1	57930	101884515	foxh1	si:dkeyp-117b8.4	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q05AJ3	E7FEY1	30481	100004261	gata1a	map3k14a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	F1Q5B2	792333	559345	nanog	ttc7a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9ULT0;Mm:Q8BGB2	Rn:A0A0G2JX01	tf-link
A5JNG8	A4QNW4	792333	100037317	nanog	cdnf	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q49AH0;Mm:Q8CC36;Rn:P0C5I0	-	tf-link
Q6TEL1	A0A0R4IXV4	322275	767809	rad21a	runx1t1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	E7FDV9	792333	368284	nanog	cars1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	R4GDN8	57930	557511	foxh1	grid1b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9ULK0;Mm:Q61627	-	tf-link
Q9I9P9	F1Q7L8	30639	-	smad2	depdc7a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q96QD5;Mm:Q91WS7;Rn:Q4QR86	-	tf-link
A5JNG8	B8A518	792333	573122	nanog	tuba1c	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	F1R9K7	792333	-	nanog	sh3bp5la	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	E7FDQ7	57930	-	foxh1	-	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q5SSG8	-	tf-link
Q6JAA4	Q66HW3	415104	447840	ctcf	pip5k1bb	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:P49711;Mm:Q61164;Rn:A0A0H2UHP0	-	-	-	tf-link
Q9I9E1	F1R9F5	57930	393930	foxh1	bhlhe22	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q8NFJ8;Rn:D4A287	-	tf-link
Q98TU2	Q5PR98	64603	494050	eomesa	ndrg2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:O95936;Mm:O54839;Rn:D3ZY52	-	Hs:Q9UN36;Mm:Q9QYG0;Rn:A0A0G2JSV0	-	tf-link
A5JNG8	F1QWP7	792333	321130	nanog	nop2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P46087;Dm:A1Z909;Mm:E9QN31;Rn:D4ACW1	-	tf-link
Q9I9P9	X1WDW2	30639	100334632	smad2	dchs1a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	Q6IQM0	-	415157	sall4	sf3b6	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:Q9Y3B4;Ce:Q8ITY4;Dm:Q9VRV7;Mm:P59708;Rn:M0R835	-	tf-link
A5JNG8	E9QG92	792333	-	nanog	si:dkey-205h13.2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6JAA4	Q1L9B2	415104	100006377	ctcf	senp7b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:P49711;Mm:Q61164;Rn:A0A0H2UHP0	-	-	-	tf-link
Q6TEL1	Q08C84	322275	767654	rad21a	smyd4	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q8IYR2;Mm:Q8BTK5;Rn:D4AEC7	-	tf-link
Q9I9P9	E9QIC8	30639	-	smad2	farp1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Mm:F8VPU2	Hs:C9JME2;Rn:F1LYQ8	tf-link
A5JNG8	A0A0G2KKN4	792333	-	nanog	mfsd1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	F8W4G5	792333	492807	nanog	cdadc1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9P9	E7F6L6	30639	561438	smad2	tanc1a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6EHI4	E7EZL9	393202	100003989	hif1ab	csrnp2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q16665;Mm:Q61221;Rn:D4A8P8	-	Mm:Q8BGQ2;Rn:D4A1W4	-	tf-link
Q05AJ3	A0A0R4IEX1	30481	-	gata1a	cep192	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q8TEP8;Mm:E9Q4Y4	-	tf-link
